Title,Rating,Review
wow real disappointment help,Rated 1 out of 5 stars,wow real disappointment help line purchased tops came big returned good put hoody package confirmation email saying one hoody received refund processed confirmation two contacted helpline explained received need check send email confirming receive refund processed five nine days asked email confirming received tops told could take days check two hoodies process refund ask one top checked refund gonna processed bag two tops hadn t checked gonna take seven days they ve opened time can t check time told can t help nothing you ll wait seven days tops checked another nine days refund well merry bloody christmas christmas presents wanted originally exchange purchased smaller size presents coming nike now very disappointed would advise buy nike store online refunds processing it s absolute headache i m still sure i m getting money back
customer service advisor spoke,Rated 1 out of 5 stars,customer service advisor spoke understand questions speak good english painful phone call poor outcome fobbed email asking info
refund,Rated 1 out of 5 stars,want refund go chargeback bank paypal dispute promise refund never give it disgusting company
told file police report,Rated 1 out of 5 stars,spent thousands dollars nike i m repaid telling file police report items failed deliver said delivered garage don t garage used picture proof guys terribly inept scammy company won t using
snkrs app aint,Rated 1 out of 5 stars,snkrs app aint it bots take stocks even humans get hold shoe horrible
terrible quality control customer service hope gamble right shoes,Rated 1 out of 5 stars,bought pair newly released jordan daughter xmas thought quite well sold pretty quickly nikes snkrs site that s arrived paid highly sought trainer find horrendous shiny glue mark across front toe one shoe clearly quality control ring nike basically don t care say send back that s great apart fact can t deliver daughters xmas present it s hard make sure products fit sale meet quality standards either send back let daughter give substandard product that s cost unbelievable terrible service
absolutely disgusting service,Rated 1 out of 5 stars,absolutely disgusting service one seams send qr code return keep pasted post office nike avoid costs notworththestress
ordered items nike b lost,Rated 2 out of 5 stars,ordered items nike b lost everi wait extra week couldn t locate parcel tried say attempted delivery everi false gave refund choice take decided order different items nike gave ship dpd nike need choose better delivery companies member nike shocking
terrible customer service,Rated 1 out of 5 stars,terrible customer service tried place order last night eligible discount code purchase wouldn t proceed payment got circle doom whilst processing trued hour contacted today interested code expired morning totally unhelpful
website crashed resulting duplicate orders cancellation allowed,Rated 1 out of 5 stars,loved nike products website trash tried ordering jacket website crashed resulted duplicate orders thought orders weren t successful took nap woke find order confirmation emails sent sometime missed minutes mark cancel online appealed two customer agents unsuccessful went initiate returns purchases received return labels checked customer agent told wait hours seriously anyone wants buy via nike website don t
trainers attempted delivered last,Rated 1 out of 5 stars,trainers attempted delivered last thursday wrong address dpd took picture posted delivered even though correct address neighbour told driver incorrect address took trainers back didn t update dpd website saturday trainers returned nike nike received refunded don t size complained nike might well talk brick wall rubbish service dpd nike
great experience netherlands,Rated 5 out of 5 stars,i m netherlands ordered shoes nike com also return delivery fast ordered saturday arrived monday shoes small called phone yes actually real humans answer phone arranged get right size person phone could see current stocks also helpful emailed return label return shoes small used box came brought post office days later already money back bank account to honest tried shoes bit said problem also expected refund process take time refund transferred almost immediately decided write short review express appreciation would definitely buy worries returning getting money back i m happy customer
customer service non existent,Rated 1 out of 5 stars,ordered pair trainers plum colour app worked fine previously easy ordering quick delivery time one shoelaces hole way since plum colour shoe easily replaced shoe sold stores online tried calling customer service couldn t send new pair shoelaces option return shoes get full refund reorder unfortunately possible sold everywhere never would expected lousy service considering prices
don t know loads crying tbh,Rated 5 out of 5 stars,don t know loads crying tbh easy order get order way expected ordered pound shoes box perfect shoes perfectquick easy
ike guarantee waste time,Rated 1 out of 5 stars,ikes guarantee waste space i m yr old don t jog much bought nikes decades trainers developed hole soles within months never experienced returned reduced refund didn t receipt anymore cheek refuse saying wear tear even though rest trainers like new well that s adidas fila whoever realistic price go sports direct nike take running jump
website issues,Rated 3 out of 5 stars,purchased custom trainers nike website past really happy service provided tried logging told account confusing re registered spent designing custom trainers however trying add trainers basket purchase days joy whatsoever even tried adding random item basket see issue custom items still successful messaged nike yet response unfortunately decided purchase different brand
garbage experience,Rated 1 out of 5 stars,garbage experience nike advertises give email hardly anything eligible promotion doesnt work get error code pure garbage guess nike enough money clearly don t want mine
bait switch,Rated 1 out of 5 stars,big banner stating site wide but bait signing see excluded products pure false advertising
ordered nike air max,Rated 5 out of 5 stars,ordered nike air max delivery fast also returned couple pair trainers super easy really happy thanks
absolutely shocking warning please read,Rated 1 out of 5 stars,absolutely unbelievable read sent items back refund used printed returns label tracking number kept proof postage tracking also shows delivery warehouse haven t scanned items lost nothing cannot refund investigation cannot process money back items totalling full proof postage delivery refund didn t scan hell fault charge back claim bank customers service agents useless pathetic robotic morons working god awful rd world call centre absolute lunatics i ll never ever use nike website disgusting behaviour experience seriously consider buying many reviews demonstrate inadequate company care making money resolving issues customers come sort customer service agents also really deal nowadays one couldn t even string sentence together managed say hello sorry waste time annoying i ll charge money back hope nike gets black mark name process believe happens charge back claims
ever worse user experience,Rated 1 out of 5 stars,ever worse user experience shopping online can t complete purchase due error d    b tried multiple browser payment methods etc
d pair nike bought,Rated 1 out of 5 stars,d pair nike bought insole inside trainers lumpy etc avoid buy store discusting cheap buy
efficient user friendly experience,Rated 5 out of 5 stars,using nike long time used buy shops use online services it s user friendly extremely efficient purchase return options available customer love brand getting higher higher every time use nike
ordered size trainersreceived size,Rated 1 out of 5 stars,ordered size trainersreceived size returns label sent promised
object overseas despatch,Rated 1 out of 5 stars,ike product always high quality wanted spurs rd shirt grandson stock spurs fact better value online name premier badge gets want participate presumably airfreight single items mainline europe buy uk website expect delivery uk also leads multiple tracking delivery dates item passes customs star delivery abroad stars three different delivery days
sa tan ic,Rated 1 out of 5 stars,ike pr hibits placing name jesus christ shirts brazilian national team that s big
unprofessional return process,Rated 1 out of 5 stars,bought nike dunk shoe traveling already one time wearing shoe creasing way seen process getting shipping label initiate return bad information reference number sending didn t get updat nike even could see package received get gift card see defect weeks processing time couldn t find shoe made super nervous bad overview whole process wanted send proff sent point it s weeks confirm get gift says take additional weeks someone nike please get sorted still waiting
great brand,Rated 5 out of 5 stars,N/A
ike made error delivery,Rated 1 out of 5 stars,ike made error delivery company would accept responsibility mistake initially told sort refused eventually rearrange this customer services manager colm refused talk despite numerous requests obviously discuss complaint made nike deplorable unprofessional company promised call back today happen i called nike today nike terminate call refused request talk manager issue still unresolved disgusted spent nearly shoddy company nike managers you need talk customers fund salariesnike senior management you need retrain managers better level customer service disgusted whole customer experience taken customers money care customer shame
still refund,Rated 1 out of 5 stars,waiting since october th refund called times spoken different people even given iban bic make transfer manually still refund complaints procedure asked call backs managers ring nothing awful awful awfulllllllll customer service still waiting refund
uses ups courier,Rated 1 out of 5 stars,waited nearly month item shipped china ups ups terrible unsure nike uses delivery date changed ups they ve taken access point courier didn t want job nike ups
ordered pairs trainers came withi,Rated 5 out of 5 stars,ordered pairs trainers came within days received messages tracking delivery happy trainers definitely ordering
fast shipping,Rated 4 out of 5 stars,good products thank
delayed delivery time,Rated 1 out of 5 stars,sent email say delivery days late ment birthday present won t time for sent percent code today basically want buy something today get percent today only actual joke
ike snkrs raffle winning sure wi,Rated 1 out of 5 stars,anyone else ever tried entering raffle snkrs limited editions would understand awfully difficult win felt like winning lottery couple hours later got email order winning nearly impossible enter raffle cancelled stockwhen contacted customer service reply stock order entered meaning nike already sold stock elsewhere winners draw even get shouldn t predetermined amount stock allocated raffle prior draw blows mind draw prize even available start
bad order experience,Rated 2 out of 5 stars,ordered pair shoes nike com experience really meh order tracking unreliable information order page updated email notification order shipped sent order delivered receive delivered order notification time ensure could pick package wouldn t stolen support team able provide details order non fuctional order page would blame support specialist think might needed information however overall disappointing experience support chat bugged middle chat customer support specialist told something like please wait minute i ll get back chat closed due inactive shipping slow expected much speedier delivery nike future i d prefer order reseller instead choose another brand
awful customer service,Rated 1 out of 5 stars,ordered la lakers top daughter liked big black zip feature top arrived thick black zip across jumper complained said item longer stock offered discount future item asked speak manager wanted discount order future order error nike customer advisor james ended chat awful service avoid avoid avoid
awful service nothing hassle,Rated 1 out of 5 stars,awful service nothing hassle awaiting niketec month cancelled order weeks waitinj went somewhere else reputable still waiting refund terrible service nike online chat help hopeless awaiting manager calling actually beginning think it s con huge company awful service get away
good shoes,Rated 4 out of 5 stars,good shoes still pairs years ago still good condition looking forward new ones
refused refund even evidence,Rated 1 out of 5 stars,returned items day separate parcels refunded told empty box bare mind ordered item returned smaller size big tracking number evidence flat refused refund money hungry freaks deserve oxyge
missing item told refund,Rated 1 out of 5 stars,order items nike shipped separate packages one package arrived supposed contain items called situation emailed told wrong package delivered emailed back explaining package arrive item missing told warehouse team confirmed item wasn t missing weight parcel correct even though t shirt minimal weight missing asked prood reply yet told contact law enforcement missing t shirt even though package sealed joke
bought nike pro leggings,Rated 5 out of 5 stars,bought nike pro leggings daughter christmas ordering delivery went smoothly item great
ordered trainers th nov,Rated 1 out of 5 stars,ordered trainers th nov run following weekend still delivery nike cheap use worst courier evri get response evri stated road incident days ago update must one big road incident poor nike use service couldn t even cancel using nike chat app days purchase hell
billion dollar company,Rated 1 out of 5 stars,billion dollar company costumer service sucks bad bad phone connection can t saying bad service
useless service,Rated 1 out of 5 stars,ordered trainers th nov daughters birthday week used evri deliver th nov got message saying problem delivering photo inside car sat outside house i ve trying sort using online chat still haven t got trainers online support useless told remember smile expressing disappointment awful
terrible website,Rated 2 out of 5 stars,terrible website doesn t tell cart level international shipment tell currency coming international worried usd aud chat took long answer simple question simple aud next price would saved heaps time
product good,Rated 5 out of 5 stars,product good fall love
brought nike trainers ages ago,Rated 1 out of 5 stars,brought nike trainers ages ago beginning year allways buy kids bigger sizes birthdays well son week stitching come undone there s hole trainner got nike can t anything u receipt mean u tell new it s product it s nike won t buying nike
like always good,Rated 4 out of 5 stars,like always good branding think quality shoes got degraded lastly anyway still like nike
made error,Rated 1 out of 5 stars,made error didn t check reviews placing order what muppet am    anyway placed order week ago email confirmation say delivery way called spoke nice chap said sorry several times told he s going refund could take days receive said can t items i ve ordered said we ve lost ok said send new order said can t refund would place new order now large profitable company like nike well good customer service sack manager charge sort
good luck getting refund,Rated 1 out of 5 stars,i ve waiting since nd september refund time contact customer services told different excuse fix issue refund refund never arrives stage ombudsman looking like avenue get back
incompetent fiasco,Rated 1 out of 5 stars,ike choose courier evri costs yet courier useless uncontactable u less pay premium contact nike yet can t find anything low ehold can t hear evri called back advised jan currently looking far holding much hope considering days one knows what s happening happened nike last purchase ever make nike sort today
bad service,Rated 1 out of 5 stars,ordered items st october contacted days later ask order told hadn t shipped yet requested refund heard nothing since absolute joke never ordering want refund items never arrived
web site showed discount code,Rated 1 out of 5 stars,web site showed discount code tried use said expired otherwise nike overpriced poor quality avoid
abysmal service well known brand,Rated 1 out of 5 stars,ordered two pairs shoes white huaraches black huaraches along two club fleece tracksuits common items listed stock placed order th november items total cost taken accounts immediately placing order received order number hour saw order information page reading preparing shipment seemed well good checked next day still said preparing shipment okay thought one two days pick items wrap ready shipping isn t bad deal check back next day next next day saying thing thing order expected arrive th tried contact nike useless online chat service received help whatsoever palmed saying can t anything don t know anything anything it s policy make wait days information regards order status say i ll never shop nike infact i ll probably sell gear second hand stop supporting shambolic excuse brand
terrible service online experience,Rated 1 out of 5 stars,terrible service online experience another large company think don t need care individuals make enough brand name anyway
ordered like worth,Rated 1 out of 5 stars,ordered like worth clothes shoes next day cancelled order call email saying cancel order explanation hung times immediately holding get someone actually willing help failure rating go thru reorder everything apply discount gave terrible paid thru different method apple pay second time next day thing cancelled keep mind they re keeping hold card whole time almost money see problems keeping days zero services rendered it s basically robbery offer nothing far reconciliation they re sht show run sht ppl buy vans instead
ordered pair air force,Rated 1 out of 5 stars,ordered pair air force back august checking nike app still seeing awaiting shipment last months contacted told shoes delivered didn t get god knows knew wrong given full refund measly voucher totally meanless won t buying nike town company gone downhill fast avoid like plague
garbage store nike com store,Rated 1 out of 5 stars,garbage store big fan brand till experience official store trash site make nervous angry times canncelation row support tell wait restock order avalible cancel order times one hlaf week worst experience e shop ever write support ping pong nike com support eshop world support one worse
